substrand_id;indicator_id;weight
50600101;506101;1
50600101;506102;1
50600101;506103;1
50600101;506104;1
50600101;506105;1
50600101;506106;1
50600101;506107;0
50600101;506108;0
50600101;506109;0
50600101;506110;0
50600101;506111;0
50600101;506112;0
50600101;506113;0
50600101;506114;0
50600102;506101;0
50600102;506102;0
50600102;506103;0
50600102;506104;0
50600102;506105;0
50600102;506106;0
50600102;506107;1
50600102;506108;1
50600102;506109;0
50600102;506110;0
50600102;506111;0
50600102;506112;0
50600102;506113;0
50600102;506114;0
50600103;506101;0
50600103;506102;0
50600103;506103;0
50600103;506104;0
50600103;506105;0
50600103;506106;0
50600103;506107;0
50600103;506108;1
50600103;506109;1
50600103;506110;0
50600103;506111;0
50600103;506112;0
50600103;506113;0
50600103;506114;0
50600104;506101;0
50600104;506102;0
50600104;506103;0
50600104;506104;0
50600104;506105;0
50600104;506106;0
50600104;506107;0
50600104;506108;1
50600104;506109;0
50600104;506110;1
50600104;506111;0
50600104;506112;0
50600104;506113;0
50600104;506114;0
50600105;506101;0
50600105;506102;0
50600105;506103;0
50600105;506104;0
50600105;506105;0
50600105;506106;0
50600105;506107;0
50600105;506108;0
50600105;506109;0
50600105;506110;0
50600105;506111;1
50600105;506112;0
50600105;506113;0
50600105;506114;0
50600106;506101;0
50600106;506102;0
50600106;506103;0
50600106;506104;0
50600106;506105;0
50600106;506106;0
50600106;506107;0
50600106;506108;0
50600106;506109;0
50600106;506110;0
50600106;506111;0
50600106;506112;1
50600106;506113;1
50600106;506114;0
50600107;506101;0
50600107;506102;0
50600107;506103;0
50600107;506104;0
50600107;506105;0
50600107;506106;0
50600107;506107;0
50600107;506108;0
50600107;506109;0
50600107;506110;0
50600107;506111;0
50600107;506112;0
50600107;506113;0
50600107;506114;1
50600108;506101;0
50600108;506102;0
50600108;506103;0
50600108;506104;0
50600108;506105;1
50600108;506106;0
50600108;506107;0
50600108;506108;1
50600108;506109;0
50600108;506110;0
50600108;506111;0
50600108;506112;0
50600108;506113;0
50600108;506114;0
50600201;506201;1
50600201;506202;1
50600201;506203;1
50600201;506204;1
50600201;506205;0
50600201;506206;0
50600201;506207;0
50600201;506208;0
50600201;506209;0
50600201;506210;0
50600201;506211;0
50600201;506212;0
50600202;506201;0
50600202;506202;0
50600202;506203;0
50600202;506204;0
50600202;506205;1
50600202;506206;0
50600202;506207;0
50600202;506208;0
50600202;506209;0
50600202;506210;0
50600202;506211;0
50600202;506212;0
50600203;506201;0
50600203;506202;0
50600203;506203;0
50600203;506204;0
50600203;506205;0
50600203;506206;1
50600203;506207;0
50600203;506208;0
50600203;506209;0
50600203;506210;0
50600203;506211;0
50600203;506212;0
50600204;506201;0
50600204;506202;0
50600204;506203;0
50600204;506204;0
50600204;506205;0
50600204;506206;0
50600204;506207;1
50600204;506208;0
50600204;506209;0
50600204;506210;0
50600204;506211;0
50600204;506212;0
50600205;506201;0
50600205;506202;0
50600205;506203;0
50600205;506204;0
50600205;506205;0
50600205;506206;0
50600205;506207;0
50600205;506208;1
50600205;506209;0
50600205;506210;0
50600205;506211;0
50600205;506212;0
50600206;506201;0
50600206;506202;0
50600206;506203;0
50600206;506204;0
50600206;506205;0
50600206;506206;0
50600206;506207;0
50600206;506208;0
50600206;506209;1
50600206;506210;1
50600206;506211;0
50600206;506212;0
50600207;506201;0
50600207;506202;0
50600207;506203;0
50600207;506204;0
50600207;506205;0
50600207;506206;0
50600207;506207;0
50600207;506208;0
50600207;506209;0
50600207;506210;0
50600207;506211;1
50600207;506212;1
50600301;506301;1
50600301;506302;1
50600301;506303;0
50600301;506304;0
50600301;506305;0
50600301;506306;0
50600302;506301;0
50600302;506302;0
50600302;506303;1
50600302;506304;0
50600302;506305;0
50600302;506306;0
50600303;506301;0
50600303;506302;0
50600303;506303;0
50600303;506304;1
50600303;506305;1
50600303;506306;1
50600401;506401;1
50600401;506402;1
50700101;507101;1
50700101;507102;1
50700102;507101;1
50700102;507102;0
50700103;507101;1
50700103;507102;0
50700104;507101;1
50700104;507102;0
50700105;507101;1
50700105;507102;0
50700106;507101;1
50700106;507102;1
50700201;507201;1
50700201;507202;0
50700201;507203;0
50700202;507201;1
50700202;507202;1
50700202;507203;1
50700203;507201;1
50700203;507202;1
50700203;507203;1
50700204;507201;1
50700204;507202;1
50700204;507203;1
50700205;507201;1
50700205;507202;1
50700205;507203;1
50700206;507201;1
50700206;507202;1
50700206;507203;1
50700301;507301;1
50700301;507302;0
50700301;507303;0
50700301;507304;0
50700301;507305;1
50700302;507301;0
50700302;507302;1
50700302;507303;0
50700302;507304;0
50700302;507305;1
50700303;507301;0
50700303;507302;0
50700303;507303;1
50700303;507304;1
50700303;507305;1
50700304;507301;0
50700304;507302;0
50700304;507303;1
50700304;507304;1
50700304;507305;1
50700305;507301;0
50700305;507302;0
50700305;507303;1
50700305;507304;1
50700305;507305;1
50700306;507301;0
50700306;507302;0
50700306;507303;0
50700306;507304;0
50700306;507305;1
50700307;507301;0
50700307;507302;0
50700307;507303;0
50700307;507304;0
50700307;507305;1
50700308;507301;0
50700308;507302;0
50700308;507303;0
50700308;507304;1
50700308;507305;1
50700309;507301;0
50700309;507302;0
50700309;507303;0
50700309;507304;1
50700309;507305;1
50700310;507301;0
50700310;507302;0
50700310;507303;0
50700310;507304;1
50700310;507305;1
50700401;507401;1
50700401;507402;1
50700402;507401;1
50700402;507402;1
50700403;507401;1
50700403;507402;1
50700404;507401;1
50700404;507402;1
50700405;507401;1
50700405;507402;1
50700406;507401;1
50700406;507402;1
50700501;507501;1
50700501;507502;0
50700501;507503;1
50700501;507504;0
50700502;507501;1
50700502;507502;1
50700502;507503;0
50700502;507504;0
50700503;507501;1
50700503;507502;0
50700503;507503;1
50700503;507504;0
50700504;507501;1
50700504;507502;0
50700504;507503;1
50700504;507504;0
50700505;507501;1
50700505;507502;0
50700505;507503;0
50700505;507504;1
50700506;507501;1
50700506;507502;0
50700506;507503;0
50700506;507504;1
50700601;507601;1
50800101;508101;1
50800101;508102;1
50800201;508201;1
50800201;508202;1
50800202;508201;1
50800202;508202;1
50800203;508201;1
50800203;508202;1
50800204;508201;1
50800204;508202;1
50800301;508301;1
50800301;508302;0
50800302;508301;1
50800302;508302;1
50800303;508301;0
50800303;508302;1
50800401;508401;1
50800402;508401;1
50800403;508401;1
50800404;508401;1
50800501;508501;1
50800501;508502;0
50800502;508501;1
50800502;508502;0
50800503;508501;1
50800503;508502;0
50800504;508501;0
50800504;508502;1
50800505;508501;1
50800505;508502;0
50800601;508601;1
50800602;508601;1
50800603;508601;1
50800701;508701;1
50800702;508701;1
50800703;508701;1
50900101;509101;1
50900101;509102;1
50900101;509103;1
50900201;509201;1
50900201;509202;1
50900301;509301;1
50900301;509302;1
50900401;509401;1
50900401;509402;1
50900501;509501;1
50900501;509502;1
50900501;509503;1
50900601;509601;1
50900601;509602;1
50900701;509701;1
50900801;509801;1
50900801;509802;0
50900802;509801;0
50900802;509802;1
51000101;510101;1
51000102;510101;1
51000103;510101;1
51000104;510101;1
51000105;510101;1
51000201;510201;1
51000202;510201;1
51000203;510201;1
51000204;510201;1
51000205;510201;1
51000206;510201;1
51000207;510201;1
51000301;510301;1
51200101;512101;1
51200101;512102;0
51200101;512103;0
51200101;512104;0
51200102;512101;0
51200102;512102;0
51200102;512103;1
51200102;512104;0
51200103;512101;0
51200103;512102;1
51200103;512103;0
51200103;512104;0
51200104;512101;0
51200104;512102;0
51200104;512103;1
51200104;512104;0
51200105;512101;0
51200105;512102;0
51200105;512103;0
51200105;512104;1
51200201;512201;1
51200201;512202;0
51200202;512201;0
51200202;512202;1
51200301;512301;1
51200301;512302;1
51200301;512303;0
51200302;512301;0
51200302;512302;0
51200302;512303;1
51200401;512401;1
51200401;512402;0
51200401;512403;0
51200402;512401;1
51200402;512402;1
51200402;512403;0
51200403;512401;0
51200403;512402;0
51200403;512403;1
51200501;512501;1
51200501;512502;0
51200501;512503;0
51200502;512501;0
51200502;512502;1
51200502;512503;0
51200503;512501;0
51200503;512502;0
51200503;512503;1
51200504;512504;1
51200504;512505;0
51200504;512506;0
51200504;512507;0
51200505;512504;0
51200505;512505;1
51200505;512506;0
51200505;512507;0
51200506;512504;0
51200506;512505;0
51200506;512506;1
51200506;512507;0
51200507;512504;0
51200507;512505;0
51200507;512506;0
51200507;512507;1
60100101;601101;1
60100101;601102;0
60100101;601103;1
60100102;601101;0
60100102;601102;0
60100102;601103;1
60100103;601101;0
60100103;601102;1
60100103;601103;1
60100104;601101;0
60100104;601102;1
60100104;601103;1
60100105;601101;1
60100105;601102;0
60100105;601103;1
60100106;601101;0
60100106;601102;1
60100106;601103;1
60100107;601101;0
60100107;601102;1
60100107;601103;1
60100108;601101;0
60100108;601102;0
60100108;601103;1
60100109;601101;0
60100109;601102;1
60100109;601103;1
60100110;601101;0
60100110;601102;1
60100110;601103;1
60100111;601101;1
60100111;601102;1
60100111;601103;1
60100112;601101;0
60100112;601102;1
60100112;601103;1
60100113;601101;1
60100113;601102;1
60100113;601103;1
60100201;601201;0
60100201;601202;0
60100201;601203;1
60100202;601201;1
60100202;601202;1
60100202;601203;0
60100203;601201;1
60100203;601202;1
60100203;601203;0
60100204;601201;0
60100204;601202;1
60100204;601203;0
60100205;601201;1
60100205;601202;0
60100205;601203;1
60100206;601201;1
60100206;601202;1
60100206;601203;0
60100207;601201;1
60100207;601202;0
60100207;601203;1
60100208;601201;1
60100208;601202;1
60100208;601203;1
60100209;601201;1
60100209;601202;1
60100209;601203;0
60100210;601201;1
60100210;601202;1
60100210;601203;0
60100211;601201;1
60100211;601202;1
60100211;601203;1
60100212;601201;1
60100212;601202;1
60100212;601203;0
60100213;601201;1
60100213;601202;0
60100213;601203;1
60100301;601301;1
60100302;601301;1
60100303;601301;1
60100304;601301;1
60100305;601301;1
60100306;601301;1
60100307;601301;1
60100308;601301;1
60100309;601301;1
60100310;601301;1
60100311;601301;1
60100312;601301;1
60100313;601301;1
60100401;601401;1
60100401;601402;1
60100401;601403;0
60100402;601401;1
60100402;601402;0
60100402;601403;1
60100403;601401;1
60100403;601402;0
60100403;601403;0
60100404;601401;1
60100404;601402;1
60100404;601403;0
60100405;601401;1
60100405;601402;0
60100405;601403;1
60100406;601401;1
60100406;601402;0
60100406;601403;1
60100407;601401;1
60100407;601402;1
60100407;601403;1
60100408;601401;1
60100408;601402;0
60100408;601403;1
60100409;601401;1
60100409;601402;1
60100409;601403;1
60100410;601401;1
60100410;601402;0
60100410;601403;1
60100411;601401;1
60100411;601402;1
60100411;601403;1
60100412;601401;1
60100412;601402;1
60100412;601403;1
60100413;601401;1
60100413;601402;1
60100413;601403;1
60200101;602101;1
60200101;602102;1
60200101;602103;1
60200101;602104;0
60200102;602101;1
60200102;602102;1
60200102;602103;1
60200102;602104;0
60200103;602101;1
60200103;602102;1
60200103;602103;1
60200103;602104;1
60200104;602101;1
60200104;602102;1
60200104;602103;1
60200104;602104;0
60200105;602101;1
60200105;602102;1
60200105;602103;1
60200105;602104;1
60200106;602101;1
60200106;602102;1
60200106;602103;1
60200106;602104;1
60200107;602101;0
60200107;602102;1
60200107;602103;1
60200107;602104;0
60200108;602101;0
60200108;602102;1
60200108;602103;1
60200108;602104;1
60200109;602101;1
60200109;602102;1
60200109;602103;1
60200109;602104;0
60200110;602101;0
60200110;602102;1
60200110;602103;1
60200110;602104;1
60200111;602101;1
60200111;602102;1
60200111;602103;1
60200111;602104;0
60200201;602201;1
60200201;602202;1
60200201;602203;1
60200201;602204;0
60200201;602205;0
60200202;602201;1
60200202;602202;1
60200202;602203;0
60200202;602204;0
60200202;602205;0
60200203;602201;1
60200203;602202;0
60200203;602203;1
60200203;602204;0
60200203;602205;0
60200204;602201;0
60200204;602202;0
60200204;602203;0
60200204;602204;1
60200204;602205;1
60200205;602201;1
60200205;602202;1
60200205;602203;1
60200205;602204;0
60200205;602205;0
60200206;602201;1
60200206;602202;1
60200206;602203;0
60200206;602204;0
60200206;602205;0
60200207;602201;0
60200207;602202;0
60200207;602203;0
60200207;602204;1
60200207;602205;1
60200208;602201;1
60200208;602202;1
60200208;602203;1
60200208;602204;0
60200208;602205;0
60200209;602201;0
60200209;602202;0
60200209;602203;0
60200209;602204;1
60200209;602205;1
60200210;602201;1
60200210;602202;1
60200210;602203;0
60200210;602204;1
60200210;602205;1
60200211;602201;1
60200211;602202;0
60200211;602203;1
60200211;602204;0
60200211;602205;0
60200301;602301;1
60200301;602302;1
60200302;602301;1
60200302;602302;1
60200303;602301;0
60200303;602302;1
60200304;602301;1
60200304;602302;1
60200305;602301;1
60200305;602302;1
60200306;602301;1
60200306;602302;1
60200307;602301;1
60200307;602302;1
60200308;602301;1
60200308;602302;1
60200309;602301;1
60200309;602302;1
60200310;602301;1
60200310;602302;1
60200311;602301;1
60200311;602302;1
60200401;602401;1
60200401;602402;1
60200401;602403;0
60200401;602404;0
60200401;602405;0
60200401;602406;0
60200402;602401;1
60200402;602402;0
60200402;602403;1
60200402;602404;0
60200402;602405;1
60200402;602406;1
60200403;602401;1
60200403;602402;1
60200403;602403;0
60200403;602404;0
60200403;602405;0
60200403;602406;0
60200404;602401;1
60200404;602402;1
60200404;602403;0
60200404;602404;0
60200404;602405;0
60200404;602406;0
60200405;602401;1
60200405;602402;0
60200405;602403;0
60200405;602404;0
60200405;602405;0
60200405;602406;0
60200406;602401;1
60200406;602402;0
60200406;602403;0
60200406;602404;0
60200406;602405;0
60200406;602406;0
60200407;602401;1
60200407;602402;0
60200407;602403;0
60200407;602404;0
60200407;602405;0
60200407;602406;0
60200408;602401;1
60200408;602402;0
60200408;602403;0
60200408;602404;0
60200408;602405;0
60200408;602406;0
60200409;602401;1
60200409;602402;1
60200409;602403;0
60200409;602404;0
60200409;602405;0
60200409;602406;0
60200410;602401;1
60200410;602402;1
60200410;602403;0
60200410;602404;0
60200410;602405;0
60200410;602406;0
60200411;602401;1
60200411;602402;1
60200411;602403;0
60200411;602404;0
60200411;602405;0
60200411;602406;0
60200412;602401;1
60200412;602402;1
60200412;602403;0
60200412;602404;0
60200412;602405;0
60200412;602406;0
60200413;602401;1
60200413;602402;1
60200413;602403;0
60200413;602404;0
60200413;602405;0
60200413;602406;0
60200414;602401;1
60200414;602402;0
60200414;602403;1
60200414;602404;0
60200414;602405;0
60200414;602406;0
60200415;602401;1
60200415;602402;0
60200415;602403;0
60200415;602404;1
60200415;602405;0
60200415;602406;0
60200416;602401;1
60200416;602402;0
60200416;602403;0
60200416;602404;0
60200416;602405;1
60200416;602406;1
60200417;602401;1
60200417;602402;0
60200417;602403;0
60200417;602404;0
60200417;602405;1
60200417;602406;1
60200418;602401;1
60200418;602402;1
60200418;602403;0
60200418;602404;0
60200418;602405;0
60200418;602406;0
60200419;602401;1
60200419;602402;1
60200419;602403;0
60200419;602404;0
60200419;602405;0
60200419;602406;0
60400101;604101;1
60400101;604102;1
60400101;604103;1
60400102;604101;1
60400102;604102;1
60400102;604103;1
60400103;604101;1
60400103;604102;1
60400103;604103;1
60400104;604101;1
60400104;604102;1
60400104;604103;1
60400201;604201;1
60400201;604202;1
60400201;604203;1
60400202;604201;1
60400202;604202;1
60400202;604203;1
60400203;604201;1
60400203;604202;1
60400203;604203;1
60400204;604201;1
60400204;604202;0
60400204;604203;1
60400205;604201;1
60400205;604202;1
60400205;604203;1
60400301;604301;1
60400301;604302;1
60400301;604303;1
60400302;604301;1
60400302;604302;1
60400302;604303;1
60400303;604301;1
60400303;604302;1
60400303;604303;1
60400401;604401;1
60400401;604402;1
60500101;605101;1
60500101;605102;1
60500101;605103;0
60500101;605104;0
60500102;605101;1
60500102;605102;0
60500102;605103;0
60500102;605104;0
60500103;605101;0
60500103;605102;0
60500103;605103;1
60500103;605104;1
60500201;605201;1
60500201;605202;0
60500201;605203;0
60500202;605201;0
60500202;605202;1
60500202;605203;0
60500203;605201;0
60500203;605202;0
60500203;605203;1
60500301;605301;1
60500301;605302;0
60500301;605303;0
60500301;605304;0
60500301;605305;0
60500302;605301;0
60500302;605302;1
60500302;605303;1
60500302;605304;0
60500302;605305;0
60500303;605301;0
60500303;605302;0
60500303;605303;0
60500303;605304;1
60500303;605305;1
60600101;606101;1
60600101;606102;1
60600101;606103;1
60600101;606104;1
60600101;606105;1
60600101;606106;1
60600101;606107;0
60600101;606108;0
60600101;606109;0
60600101;606110;0
60600101;606111;0
60600101;606112;0
60600101;606113;0
60600101;606114;0
60600102;606101;0
60600102;606102;0
60600102;606103;0
60600102;606104;0
60600102;606105;0
60600102;606106;0
60600102;606107;1
60600102;606108;1
60600102;606109;0
60600102;606110;0
60600102;606111;0
60600102;606112;0
60600102;606113;0
60600102;606114;0
60600103;606101;0
60600103;606102;0
60600103;606103;0
60600103;606104;0
60600103;606105;0
60600103;606106;0
60600103;606107;0
60600103;606108;1
60600103;606109;1
60600103;606110;0
60600103;606111;0
60600103;606112;0
60600103;606113;0
60600103;606114;0
60600104;606101;0
60600104;606102;0
60600104;606103;0
60600104;606104;0
60600104;606105;0
60600104;606106;0
60600104;606107;0
60600104;606108;1
60600104;606109;0
60600104;606110;1
60600104;606111;0
60600104;606112;0
60600104;606113;0
60600104;606114;0
60600105;606101;0
60600105;606102;0
60600105;606103;0
60600105;606104;0
60600105;606105;0
60600105;606106;0
60600105;606107;0
60600105;606108;0
60600105;606109;0
60600105;606110;0
60600105;606111;1
60600105;606112;0
60600105;606113;0
60600105;606114;0
60600106;606101;0
60600106;606102;0
60600106;606103;0
60600106;606104;0
60600106;606105;0
60600106;606106;0
60600106;606107;0
60600106;606108;0
60600106;606109;0
60600106;606110;0
60600106;606111;0
60600106;606112;1
60600106;606113;1
60600106;606114;0
60600107;606101;0
60600107;606102;0
60600107;606103;0
60600107;606104;0
60600107;606105;0
60600107;606106;0
60600107;606107;0
60600107;606108;0
60600107;606109;0
60600107;606110;0
60600107;606111;0
60600107;606112;0
60600107;606113;0
60600107;606114;1
60600108;606101;0
60600108;606102;0
60600108;606103;0
60600108;606104;0
60600108;606105;1
60600108;606106;0
60600108;606107;0
60600108;606108;1
60600108;606109;0
60600108;606110;0
60600108;606111;0
60600108;606112;0
60600108;606113;0
60600108;606114;0
60600201;606201;1
60600201;606202;1
60600201;606203;1
60600201;606204;1
60600201;606205;0
60600201;606206;0
60600201;606207;0
60600201;606208;0
60600201;606209;0
60600201;606210;0
60600201;606211;0
60600201;606212;0
60600202;606201;0
60600202;606202;0
60600202;606203;0
60600202;606204;0
60600202;606205;1
60600202;606206;0
60600202;606207;0
60600202;606208;0
60600202;606209;0
60600202;606210;0
60600202;606211;0
60600202;606212;0
60600203;606201;0
60600203;606202;0
60600203;606203;0
60600203;606204;0
60600203;606205;0
60600203;606206;1
60600203;606207;0
60600203;606208;0
60600203;606209;0
60600203;606210;0
60600203;606211;0
60600203;606212;0
60600204;606201;0
60600204;606202;0
60600204;606203;0
60600204;606204;0
60600204;606205;0
60600204;606206;0
60600204;606207;1
60600204;606208;0
60600204;606209;0
60600204;606210;0
60600204;606211;0
60600204;606212;0
60600205;606201;0
60600205;606202;0
60600205;606203;0
60600205;606204;0
60600205;606205;0
60600205;606206;0
60600205;606207;0
60600205;606208;1
60600205;606209;0
60600205;606210;0
60600205;606211;0
60600205;606212;0
60600206;606201;0
60600206;606202;0
60600206;606203;0
60600206;606204;0
60600206;606205;0
60600206;606206;0
60600206;606207;0
60600206;606208;0
60600206;606209;1
60600206;606210;1
60600206;606211;0
60600206;606212;0
60600207;606201;0
60600207;606202;0
60600207;606203;0
60600207;606204;0
60600207;606205;0
60600207;606206;0
60600207;606207;0
60600207;606208;0
60600207;606209;0
60600207;606210;0
60600207;606211;1
60600207;606212;1
60600301;606301;1
60600301;606302;1
60600301;606303;0
60600301;606304;0
60600301;606305;0
60600301;606306;0
60600302;606301;0
60600302;606302;0
60600302;606303;1
60600302;606304;0
60600302;606305;0
60600302;606306;0
60600303;606301;0
60600303;606302;0
60600303;606303;0
60600303;606304;1
60600303;606305;1
60600303;606306;1
60600401;606401;1
60600401;606402;1
60700101;607101;1
60700101;607102;1
60700102;607101;1
60700102;607102;0
60700103;607101;1
60700103;607102;0
60700104;607101;1
60700104;607102;0
60700105;607101;1
60700105;607102;0
60700106;607101;1
60700106;607102;1
60700201;607201;1
60700201;607202;0
60700201;607203;0
60700202;607201;1
60700202;607202;1
60700202;607203;1
60700203;607201;1
60700203;607202;1
60700203;607203;1
60700204;607201;1
60700204;607202;1
60700204;607203;1
60700205;607201;1
60700205;607202;1
60700205;607203;1
60700206;607201;1
60700206;607202;1
60700206;607203;1
60700301;607301;1
60700301;607302;0
60700301;607303;0
60700301;607304;0
60700301;607305;1
60700302;607301;0
60700302;607302;1
60700302;607303;0
60700302;607304;0
60700302;607305;1
60700303;607301;0
60700303;607302;0
60700303;607303;1
60700303;607304;1
60700303;607305;1
60700304;607301;0
60700304;607302;0
60700304;607303;1
60700304;607304;1
60700304;607305;1
60700305;607301;0
60700305;607302;0
60700305;607303;1
60700305;607304;1
60700305;607305;1
60700306;607301;0
60700306;607302;0
60700306;607303;0
60700306;607304;0
60700306;607305;1
60700307;607301;0
60700307;607302;0
60700307;607303;0
60700307;607304;0
60700307;607305;1
60700308;607301;0
60700308;607302;0
60700308;607303;0
60700308;607304;1
60700308;607305;1
60700309;607301;0
60700309;607302;0
60700309;607303;0
60700309;607304;1
60700309;607305;1
60700310;607301;0
60700310;607302;0
60700310;607303;0
60700310;607304;1
60700310;607305;1
60700401;607401;1
60700401;607402;1
60700402;607401;1
60700402;607402;1
60700403;607401;1
60700403;607402;1
60700404;607401;1
60700404;607402;1
60700405;607401;1
60700405;607402;1
60700406;607401;1
60700406;607402;1
60700501;607501;1
60700501;607502;0
60700501;607503;1
60700501;607504;0
60700502;607501;1
60700502;607502;1
60700502;607503;0
60700502;607504;0
60700503;607501;1
60700503;607502;0
60700503;607503;1
60700503;607504;0
60700504;607501;1
60700504;607502;0
60700504;607503;1
60700504;607504;0
60700505;607501;1
60700505;607502;0
60700505;607503;0
60700505;607504;1
60700506;607501;1
60700506;607502;0
60700506;607503;0
60700506;607504;1
60700601;607601;1
60800101;608101;1
60800101;608102;1
60800201;608201;1
60800201;608202;1
60800202;608201;1
60800202;608202;1
60800203;608201;1
60800203;608202;1
60800204;608201;1
60800204;608202;1
60800301;608301;1
60800301;608302;0
60800302;608301;1
60800302;608302;1
60800303;608301;0
60800303;608302;1
60800401;608401;1
60800402;608401;1
60800403;608401;1
60800404;608401;1
60800501;608501;1
60800501;608502;0
60800502;608501;1
60800502;608502;0
60800503;608501;1
60800503;608502;0
60800504;608501;0
60800504;608502;1
60800505;608501;1
60800505;608502;0
60800601;608601;1
60800602;608601;1
60800603;608601;1
60800701;608701;1
60800702;608701;1
60800703;608701;1
60900101;609101;1
60900101;609102;1
60900101;609103;1
60900201;609201;1
60900201;609202;1
60900301;609301;1
60900301;609302;1
60900401;609401;1
60900401;609402;1
60900501;609501;1
60900501;609502;1
60900501;609503;1
60900601;609601;1
60900601;609602;1
60900701;609701;1
60900801;609801;1
60900801;609802;0
60900802;609801;0
60900802;609802;1
61000101;610101;1
61000102;610101;1
61000103;610101;1
61000104;610101;1
61000105;610101;1
61000201;610201;1
61000202;610201;1
61000203;610201;1
61000204;610201;1
61000205;610201;1
61000206;610201;1
61000207;610201;1
61000301;610301;1
61200101;612101;1
61200101;612102;0
61200101;612103;0
61200101;612104;0
61200102;612101;0
61200102;612102;0
61200102;612103;1
61200102;612104;0
61200103;612101;0
61200103;612102;1
61200103;612103;0
61200103;612104;0
61200104;612101;0
61200104;612102;0
61200104;612103;1
61200104;612104;0
61200105;612101;0
61200105;612102;0
61200105;612103;0
61200105;612104;1
61200201;612201;1
61200201;612202;0
61200202;612201;0
61200202;612202;1
61200301;612301;1
61200301;612302;1
61200301;612303;0
61200302;612301;0
61200302;612302;0
61200302;612303;1
61200401;612401;1
61200401;612402;0
61200401;612403;0
61200402;612401;1
61200402;612402;1
61200402;612403;0
61200403;612401;0
61200403;612402;0
61200403;612403;1
61200501;612501;1
61200501;612502;0
61200501;612503;0
61200502;612501;0
61200502;612502;1
61200502;612503;0
61200503;612501;0
61200503;612502;0
61200503;612503;1
61200504;612504;1
61200504;612505;0
61200504;612506;0
61200504;612507;0
61200505;612504;0
61200505;612505;1
61200505;612506;0
61200505;612507;0
61200506;612504;0
61200506;612505;0
61200506;612506;1
61200506;612507;0
61200507;612504;0
61200507;612505;0
61200507;612506;0
61200507;612507;1
70100101;701101;1
70100101;701102;0
70100101;701103;1
70100102;701101;0
70100102;701102;0
70100102;701103;1
70100103;701101;0
70100103;701102;1
70100103;701103;1
70100104;701101;0
70100104;701102;1
70100104;701103;1
70100105;701101;1
70100105;701102;0
70100105;701103;1
70100106;701101;0
70100106;701102;1
70100106;701103;1
70100107;701101;0
70100107;701102;1
70100107;701103;1
70100108;701101;0
70100108;701102;0
70100108;701103;1
70100109;701101;0
70100109;701102;1
70100109;701103;1
70100110;701101;0
70100110;701102;1
70100110;701103;1
70100111;701101;1
70100111;701102;1
70100111;701103;1
70100112;701101;0
70100112;701102;1
70100112;701103;1
70100113;701101;1
70100113;701102;1
70100113;701103;1
70100201;701201;0
70100201;701202;0
70100201;701203;1
70100202;701201;1
70100202;701202;1
70100202;701203;0
70100203;701201;1
70100203;701202;1
70100203;701203;0
70100204;701201;0
70100204;701202;1
70100204;701203;0
70100205;701201;1
70100205;701202;0
70100205;701203;1
70100206;701201;1
70100206;701202;1
70100206;701203;0
70100207;701201;1
70100207;701202;0
70100207;701203;1
70100208;701201;1
70100208;701202;1
70100208;701203;1
70100209;701201;1
70100209;701202;1
70100209;701203;0
70100210;701201;1
70100210;701202;1
70100210;701203;0
70100211;701201;1
70100211;701202;1
70100211;701203;1
70100212;701201;1
70100212;701202;1
70100212;701203;0
70100213;701201;1
70100213;701202;0
70100213;701203;1
70100301;701301;1
70100302;701301;1
70100303;701301;1
70100304;701301;1
70100305;701301;1
70100306;701301;1
70100307;701301;1
70100308;701301;1
70100309;701301;1
70100310;701301;1
70100311;701301;1
70100312;701301;1
70100313;701301;1
70100401;701401;1
70100401;701402;1
70100401;701403;0
70100402;701401;1
70100402;701402;0
70100402;701403;1
70100403;701401;1
70100403;701402;0
70100403;701403;0
70100404;701401;1
70100404;701402;1
70100404;701403;0
70100405;701401;1
70100405;701402;0
70100405;701403;1
70100406;701401;1
70100406;701402;0
70100406;701403;1
70100407;701401;1
70100407;701402;1
70100407;701403;1
70100408;701401;1
70100408;701402;0
70100408;701403;1
70100409;701401;1
70100409;701402;1
70100409;701403;1
70100410;701401;1
70100410;701402;0
70100410;701403;1
70100411;701401;1
70100411;701402;1
70100411;701403;1
70100412;701401;1
70100412;701402;1
70100412;701403;1
70100413;701401;1
70100413;701402;1
70100413;701403;1
70200101;702101;1
70200101;702102;1
70200101;702103;1
70200101;702104;0
70200102;702101;1
70200102;702102;1
70200102;702103;1
70200102;702104;0
70200103;702101;1
70200103;702102;1
70200103;702103;1
70200103;702104;1
70200104;702101;1
70200104;702102;1
70200104;702103;1
70200104;702104;0
70200105;702101;1
70200105;702102;1
70200105;702103;1
70200105;702104;1
70200106;702101;1
70200106;702102;1
70200106;702103;1
70200106;702104;1
70200107;702101;0
70200107;702102;1
70200107;702103;1
70200107;702104;0
70200108;702101;0
70200108;702102;1
70200108;702103;1
70200108;702104;1
70200109;702101;1
70200109;702102;1
70200109;702103;1
70200109;702104;0
70200110;702101;0
70200110;702102;1
70200110;702103;1
70200110;702104;1
70200111;702101;1
70200111;702102;1
70200111;702103;1
70200111;702104;0
70200201;702201;1
70200201;702202;1
70200201;702203;1
70200201;702204;0
70200201;702205;0
70200202;702201;1
70200202;702202;1
70200202;702203;0
70200202;702204;0
70200202;702205;0
