substrand_id;indicator_id;weight
50200407;502401;1
50200407;502402;0
50200407;502403;0
50200407;502404;0
50200407;502405;0
50200407;502406;0
50200408;502401;1
50200408;502402;0
50200408;502403;0
50200408;502404;0
50200408;502405;0
50200408;502406;0
50200409;502401;1
50200409;502402;1
50200409;502403;0
50200409;502404;0
50200409;502405;0
50200409;502406;0
50200410;502401;1
50200410;502402;1
50200410;502403;0
50200410;502404;0
50200410;502405;0
50200410;502406;0
50200411;502401;1
50200411;502402;1
50200411;502403;0
50200411;502404;0
50200411;502405;0
50200411;502406;0
50200412;502401;1
50200412;502402;1
50200412;502403;0
50200412;502404;0
50200412;502405;0
50200412;502406;0
50200413;502401;1
50200413;502402;1
50200413;502403;0
50200413;502404;0
50200413;502405;0
50200413;502406;0
50200414;502401;1
50200414;502402;0
50200414;502403;1
50200414;502404;0
50200414;502405;0
50200414;502406;0
50200415;502401;1
50200415;502402;0
50200415;502403;0
50200415;502404;1
50200415;502405;0
50200415;502406;0
50200416;502401;1
50200416;502402;0
50200416;502403;0
50200416;502404;0
50200416;502405;1
50200416;502406;1
50200417;502401;1
50200417;502402;0
50200417;502403;0
50200417;502404;0
50200417;502405;1
50200417;502406;1
50200418;502401;1
50200418;502402;1
50200418;502403;0
50200418;502404;0
50200418;502405;0
50200418;502406;0
50200419;502401;1
50200419;502402;1
50200419;502403;0
50200419;502404;0
50200419;502405;0
50200419;502406;0
50400101;504101;1
50400101;504102;1
50400101;504103;1
50400102;504101;1
50400102;504102;1
50400102;504103;1
50400103;504101;1
50400103;504102;1
50400103;504103;1
50400104;504101;1
50400104;504102;1
50400104;504103;1
50400201;504201;1
50400201;504202;1
50400201;504203;1
50400202;504201;1
50400202;504202;1
50400202;504203;1
50400203;504201;1
50400203;504202;1
50400203;504203;1
50400204;504201;1
50400204;504202;0
50400204;504203;1
50400205;504201;1
50400205;504202;1
50400205;504203;1
50400301;504301;1
50400301;504302;1
50400301;504303;1
50400302;504301;1
50400302;504302;1
50400302;504303;1
50400303;504301;1
50400303;504302;1
50400303;504303;1
50400401;504401;1
50400401;504402;1
50500101;505101;1
50500101;505102;1
50500101;505103;0
50500101;505104;0
50500102;505101;1
50500102;505102;0
50500102;505103;0
50500102;505104;0
50500103;505101;0
50500103;505102;0
50500103;505103;1
50500103;505104;1
50500201;505201;1
50500201;505202;0
50500201;505203;0
50500202;505201;0
50500202;505202;1
50500202;505203;0
50500203;505201;0
50500203;505202;0
50500203;505203;1
50500301;505301;1
50500301;505302;0
50500301;505303;0
50500301;505304;0
50500301;505305;0
50500302;505301;0
50500302;505302;1
50500302;505303;1
50500302;505304;0
50500302;505305;0
50500303;505301;0
50500303;505302;0
50500303;505303;0
50500303;505304;1
50500303;505305;1
